cycle_number,start_frame,end_frame,Foot_Off_Contra,Foot_Strike_Contra,Foot_Off,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
30,3554,3669,8.0,39.0,47.0,-26.3250789642334,-24.495456406564426,-22.697824670810892,-20.99548218467019,-19.35828964156334,-17.68795681963063,-15.885316212972006,-13.85754100722496,-11.670016808943316,-9.516536539251156,-7.596746011213823,-5.995053874121773,-4.5799931179393445,-3.025756715524077,-1.1725861466292173,0.8889338888905225,3.0682953620197777,5.304399162831933,7.559911771254101,9.738062964545351,11.675281380162094,13.382829406044696,15.010540114508732,16.680862638685436,18.496139237374965,20.576330050073487,22.909413251009852,25.140037883411754,26.932538388955475,28.202451705932617,28.9752086870598,29.32376104412657,29.57467793936681,30.014368057250973,30.48210554411917,30.641985768019552,30.326886783946644,29.624027907246294,28.710660664722177,27.74341623710864,26.75955379370487,25.770692112469916,24.73848724365235,23.55653778230301,22.14230558607314,20.51065514304422,18.708199992324367,16.744572822493744,14.640214342059524,12.534636988784332,10.570550147933197,8.74935109687574,7.012514374472882,5.274670836901432,3.443650852550161,1.4320462279849637,-0.8841062904608402,-3.4619268215063665,-5.960637651308611,-8.078290091620552,-9.764780449144757,-11.24031450290872,-12.837998736988418,-14.923189943486976,-17.54375877765693,-20.50656815731164,-23.459338506062803,-26.178942266136698,-28.742283869271326,-31.36761347452797,-33.943746778700074,-36.149566457729144,-37.890497381036916,-39.27900160201871,-40.45542052297881,-41.51250966389973,-42.476507745607925,-43.33098814222547,-44.102419535319,-44.88883355651239,-45.83318818217576,-47.02113827792079,-48.344577172789904,-49.654391124995065,-50.83166261152787,-51.79139185433436,-52.49800780325226,-52.975348154703774,-53.278235541449654,-53.42139627475931,-53.40082203258168,-53.19119497742316,-52.75419427890971,-52.104949604381225,-51.267477247450095,-50.27178153606377,-49.116845448811866,-47.78721880671956,-46.25434929433496,-46.03386688232422
31,3669,3787,9.0,40.0,47.0,-44.542781829833984,-42.70893563164605,-40.913030643655794,-39.156210119074046,-37.36716372557361,-35.470506725889265,-33.37405487985322,-31.002229401559543,-28.349296454227336,-25.546785874800246,-22.80791619811395,-20.31248389350043,-17.999632633093636,-15.675381332936919,-13.215850550718987,-10.66835016192812,-8.137154434666492,-5.6024637703943805,-3.0127033862200676,-0.35502961548892586,2.3513793776733687,5.031933611089527,7.561074680752223,9.875025065258292,11.9741425369725,13.931735790137086,15.851182311472261,17.747862902554594,19.43522576611451,20.714366277058915,21.59015233588941,22.31915246597444,23.259720522947983,24.37500190734863,25.316847541115497,25.823552006422872,25.814515720714223,25.344475370464906,24.598085885096083,23.775057012384586,22.98086129776155,22.16248897591023,21.223197359027292,20.142959536928124,18.968665864732532,17.678114804354585,16.200447814633154,14.543497528692699,12.804679899504702,11.053846022095348,9.310286704940033,7.591772830847546,5.942646936936822,4.427470859855116,2.8962022824720957,1.1713624927732655,-0.820240204984479,-3.081350261514834,-5.592520757154962,-8.158599289980792,-10.441399545380564,-12.244127639616366,-13.669189154499705,-14.84548872167413,-15.844010854008218,-17.016124205155805,-18.75452613830565,-21.05601514951146,-23.545000307487697,-25.87434554822516,-27.94676624644886,-29.770588267933224,-31.399428801103063,-32.84237578420927,-34.003040429317586,-34.896087646484375,-35.59131506717566,-36.24583011203342,-37.10148135098544,-38.353839334815426,-39.81306129995018,-41.221852042458266,-42.466255804505,-43.55541861177695,-44.506430770411626,-45.2976249926018,-45.8878578417229,-46.21462908658114,-46.272896236843536,-46.12452000319356,-45.82337882302024,-45.386506051728226,-44.7772709239613,-43.986795598810374,-43.03068920096967,-41.914957335501015,-40.6793829022032,-39.37097584117544,-38.007498924178314,-37.78533172607422
32,3787,3901,8.0,39.0,46.0,-36.56085205078125,-35.05878645001036,-33.47657879916105,-31.833517594770953,-30.142899253151633,-28.38231734073523,-26.48892610723322,-24.42458216349284,-22.271890120072797,-20.220668792724606,-18.39336701595422,-16.737802505493164,-15.073253631591793,-13.233952608975496,-11.10057206587358,-8.69756559892134,-6.137617775888151,-3.553019870411261,-1.0962871638211276,1.114251241539464,3.0884678002559793,4.96371616016735,6.838387489318851,8.65575978250215,10.393858042630288,12.170856215737086,14.087534817782316,16.053242596712984,17.82230099764737,19.27942079486269,20.39756185358221,21.112419301813304,21.526143565322414,21.984214782714844,22.72461266951128,23.483610037601355,23.925961407748137,23.906839601921313,23.50285004124497,22.838648362593215,21.9984468980269,21.055058103619196,20.054931293834336,18.97788244305235,17.754910151163735,16.348937814885918,14.785515120535177,13.087975299719602,11.26258919455787,9.31479731473055,7.343885595148256,5.469963593916449,3.74585468841321,2.1435145464810352,0.5808724706823103,-1.0755856037139928,-2.9033727645874015,-4.954458930275664,-7.1755773948900785,-9.381815332354916,-11.301826650446115,-12.783430099487312,-13.92242602146034,-14.965459736910734,-16.188601175944015,-17.79172868439647,-19.845298767089844,-22.305310682816945,-24.859532789750553,-27.19647078080613,-29.25176724520597,-31.084081996570944,-32.7073102430864,-34.10870881514116,-35.31745367339164,-36.33329599553889,-37.150171568899445,-37.85361862182617,-38.52806819568981,-39.178662040016874,-39.790230837735265,-40.40160647305576,-41.06023915608724,-41.74709204471473,-42.41760670055044,-43.06128704186642,-43.67136833884499,-44.267347509210765,-44.8600565592448,-45.38692335648971,-45.73875323208895,-45.80884263009736,-45.516862464673586,-44.81484534523704,-43.76484414302941,-42.44324169736919,-40.890107588334494,-39.142386927749165,-37.28014350659918,-37.03251647949219
33,3901,4018,9.0,40.0,48.0,-35.36601257324219,-33.36503046209162,-31.385361064564098,-29.47526914423162,-27.598495483398438,-25.6132829839533,-23.316088763150304,-20.636243300004438,-17.681039983575992,-14.642560525373979,-11.759246045892889,-9.109996795654297,-6.645795041864566,-4.278178215026853,-1.9066020250320408,0.5141272490674786,2.9517395387996346,5.3794560432434135,7.808377786116168,10.213507305492058,12.590518778020686,14.904448856006972,17.112224578857422,19.22142566334118,21.228421644731007,22.988775600086562,24.339383732188836,25.275307395241477,25.919029582630507,26.391768195412375,26.766179518266156,27.16622005809437,27.67502836747603,28.21285820007324,28.571802659468222,28.617557872425426,28.30512913790616,27.689897537231445,26.872999364679504,25.952349055897106,25.019921389493074,24.081678910688915,23.08817065845836,22.013858795166016,20.89142227172852,19.712036132812496,18.426799774169922,17.013567491011184,15.48534393310546,13.84892862493341,12.091875336386936,10.291044928810813,8.587638638236298,7.011511065743181,5.455925377932459,3.75190544128418,1.7487726997245345,-0.5017077340321313,-2.8497576496817874,-5.046689011833896,-6.88205003738403,-8.344443928111685,-9.676547223871413,-11.145080132917924,-12.921797405589718,-15.08218123696069,-17.58967399597168,-20.344035061922952,-23.15403730219063,-25.91575431823731,-28.56656195900658,-31.040249737826258,-33.21586990356446,-35.00390798395331,-36.44709222966975,-37.63873499090022,-38.704821499911226,-39.73198318481445,-40.79318861527877,-42.02434609153055,-43.563364202326,-45.3969147422097,-47.35742707685993,-49.27044885808772,-51.035275545987226,-52.57362539117987,-53.780491222034804,-54.62034294822,-55.188777923583984,-55.53883708607067,-55.65031675858931,-55.50096581198952,-55.146939364346586,-54.61528153852982,-53.83536876331676,-52.778688604181454,-51.48069763183592,-49.98483761874112,-48.34152776544743,-48.08338928222656
34,4018,4134,9.0,39.0,47.0,-46.609642028808594,-44.870181305239896,-43.14666139236604,-41.410579796993375,-39.590224757339016,-37.638463762071396,-35.5654331554066,-33.328288453997985,-30.866950430051244,-28.255780480124734,-25.740856748638734,-23.53735097249349,-21.644560438213926,-19.808520056984644,-17.77242870523472,-15.448645620635064,-12.918554171167239,-10.337316320400044,-7.8008885383605975,-5.302106245599611,-2.84932853717997,-0.4904370885906808,1.7348947260114898,3.8270133938452187,5.757440769311153,7.5494112245964295,9.352924549218379,11.236544088883834,13.114295333322856,14.877034813466697,16.485081470373903,17.848052920717183,18.832942596589678,19.50066184997559,20.11196764551028,20.815825895829633,21.385378230701797,21.59252001059176,21.41424834126174,20.88108525131688,20.075753106011287,19.11260514307504,18.04929357586485,16.90686029376406,15.651847415500216,14.242655320601031,12.665739916791823,10.90560175192476,8.887959509184867,6.671651344106659,4.492702127707121,2.4801450787168555,0.6194511760364911,-1.1223641176416457,-2.7693126201629648,-4.415485991372,-6.240829289561576,-8.407386302947986,-10.908628781636553,-13.507383731880582,-15.863256916855311,-17.86536837105799,-19.64896876402576,-21.434920571067106,-23.386570362129596,-25.67047047855879,-28.289679209391263,-31.134882416388002,-34.0047441733004,-36.7284303144975,-39.26020319774898,-41.56555341470122,-43.6181692643599,-45.37371298279425,-46.80999651822177,-47.92992944428415,-48.749679526897395,-49.331809573703346,-49.9132334391276,-50.737521084872164,-51.86229825260663,-53.15502964366566,-54.43557461825284,-55.53908207440617,-56.36346782337535,-56.86270245638761,-57.067364586724175,-57.03272698142312,-56.797687954372826,-56.389068526451034,-55.814489884810015,-55.050969981183904,-54.05861428771357,-52.842239726673476,-51.45645149308021,-49.96997000954369,-48.396030541622274,-46.7276153949776,-44.95540083297576,-44.69166564941406
35,4134,4250,9.0,39.0,47.0,-43.07318878173828,-41.09605103309708,-39.11098391600329,-37.17283792206735,-35.23128910257359,-33.19323533954042,-31.026830673217773,-28.735693209099047,-26.354897662846728,-23.9960112138228,-21.843518208975745,-19.964793523152668,-18.189243721239496,-16.199458719504,-13.824271953467164,-11.037323807225086,-7.964265746299667,-4.864528034672589,-2.0008353645151336,0.6059554044646452,3.0411051836880736,5.331983306191184,7.539916144476998,9.79049205780029,12.224925445787834,14.77056412745004,17.135175338899245,19.0259803425182,20.39286413096418,21.381670518354937,22.109082250884082,22.678750953288997,23.239038583004113,23.87747001647949,24.443291885684236,24.691342748776826,24.48580412431197,23.952283454663824,23.219910515679253,22.403285171046402,21.559554398661916,20.66771056435325,19.667151133219402,18.559678588250673,17.35624631245931,16.03190595453436,14.528349279153229,12.80734294351905,10.903692216584178,8.881083339151713,6.796444233017734,4.668734232584635,2.534841855367029,0.5546735452883127,-1.2646132165735429,-3.1404514047834584,-5.355011564312566,-7.97522943670098,-10.76234725027373,-13.31962574852838,-15.381586912906522,-16.97518028875794,-18.35451840872717,-19.865460482510642,-21.772050915342387,-24.172898263642296,-26.84467315673827,-29.604010572337142,-32.34823319406222,-35.0516365513657,-37.66393060395212,-40.02309267448658,-42.09486770629882,-43.908352977097636,-45.47124223034792,-46.74486738262754,-47.70918736313329,-48.435109456380204,-49.07230088205048,-49.82068283389313,-50.854870921433566,-52.17252315174449,-53.62043754500572,-55.052586488049435,-56.387739239317,-57.54597889293324,-58.44045265274818,-59.02198155721029,-59.33742862277561,-59.54566331343217,-59.73057244040749,-59.91300467288856,-60.049263925263375,-60.00944588401101,-59.61238425669044,-58.840462771329015,-57.72628402709961,-56.283420832470206,-54.54278672343553,-54.277103424072266
36,4250,4365,8.0,38.0,46.0,-52.61607360839844,-50.72068890658292,-48.96453741824989,-47.32206529559511,-45.680861347853536,-43.91287246858231,-41.93697588371508,-39.78547718549016,-37.65975982974274,-35.77595173228871,-34.24278047349718,-32.95925521850586,-31.649522781372074,-30.020639496620255,-27.953781089397392,-25.48986827965939,-22.81210068982057,-20.1982092616534,-17.863451350818984,-15.903875206456043,-14.270942273766103,-12.805867224028619,-11.32648022969564,-9.611212634076978,-7.506006038550181,-5.096110777421436,-2.706227095440183,-0.6181297627362343,1.1516078084406236,2.686925815813467,3.9682210575450503,4.927750120259295,5.693729988252272,6.5780709584554,7.545118481221825,8.295828144959728,8.605161580172451,8.485689307704117,8.103701100204932,7.5942136735627175,6.984369066026476,6.314439643513075,5.5999316591205055,4.823088588136616,3.8670938809712774,2.6791753010316404,1.335348017890046,-0.1278460880722605,-1.7367411815758809,-3.439856531644105,-5.112054829645632,-6.651593974142363,-8.083050453301627,-9.514618844696964,-11.10051016374068,-12.999206331041119,-15.2940906755852,-17.885181195808162,-20.47986612416276,-22.820600837168072,-24.87000274658202,-26.81192419264051,-28.860514284384376,-31.140849200162002,-33.67820169468118,-36.4864519677981,-39.49195353190102,-42.5526147707544,-45.5254266526964,-48.27702539617363,-50.80052971117423,-53.095351517802534,-55.121889634565854,-56.855730808142454,-58.313605607158,-59.448806647098415,-60.237238296354654,-60.74985122680663,-61.22549831505977,-61.951221388999855,-63.05267495820017,-64.41245269775389,-65.76269176752879,-66.94545175571633,-67.87527465820311,-68.45952506017203,-68.63810213647707,-68.46115343498461,-68.06352742513022,-67.54310661855371,-66.94623981822622,-66.27976134329131,-65.49050471758602,-64.50473057140005,-63.268765189430944,-61.80220790824505,-60.156268033114365,-58.38436916621046,-56.504879344593405,-56.23981475830078
37,4365,4481,9.0,39.0,47.0,-54.54754257202149,-52.5621003815622,-50.60817159787573,-48.708983219031126,-46.86080416284426,-44.96398914221562,-42.86521044644442,-40.47726020427666,-37.91213892927073,-35.35245964743874,-33.01174098313457,-30.959072113037106,-28.999167933608543,-26.795233350811582,-24.18228625287913,-21.153799519394386,-17.90038914150662,-14.772219927624015,-12.038801973516293,-9.670190223539718,-7.546914683447947,-5.5648784781947285,-3.5435329013400594,-1.2714813140907704,1.2741761821689024,3.8287770194236703,6.107776969370214,8.02183636752042,9.701840776385685,11.260810958014595,12.63599502679073,13.767778598901,14.699586386632438,15.524704615275063,16.26614148689039,16.837345065492574,17.097925186157227,17.104939605250504,16.914296602961993,16.53582798350941,15.990045624549944,15.317411239701087,14.53974535970977,13.676921122001882,12.721700138515896,11.593055638399992,10.247152078031293,8.697832531399195,7.000817905772816,5.236369730246191,3.499765044510963,1.87011664202719,0.42759686648243855,-0.7320017676160818,-1.7529151439666755,-2.894818809297348,-4.390323340290729,-6.3556772723342325,-8.678912316909942,-10.969027692621411,-12.82289924043597,-14.197567775996044,-15.402322191180609,-16.80946592851118,-18.549881983285,-20.52945408676611,-22.648559570312493,-24.93351525971384,-27.26229388304432,-29.428576845111266,-31.34155514264347,-32.9968543389831,-34.479176954789594,-35.802554429179494,-36.946082606460116,-37.883844317811906,-38.552209950456714,-38.88232082790799,-38.91577633944425,-38.72606859303484,-38.40727781045317,-38.071753761985086,-37.792874384408044,-37.60337667754202,-37.50614767363577,-37.40167625504311,-37.12387474137123,-36.605624805797234,-35.89129426744249,-35.067279122092515,-34.20811913230202,-33.314587178856435,-32.32268339214903,-31.17622352368904,-29.83573112102469,-28.343431241584554,-26.750105482159242,-25.047455816557907,-23.233370559384134,-22.963645935058597
38,4481,4596,7.0,38.0,46.0,-21.36923217773437,-19.529858810733064,-17.685915686867457,-15.796506014737217,-13.791421745762682,-11.576237832657014,-9.165997505187988,-6.751154196382773,-4.424557917045826,-2.199983900243588,-0.08750258250670062,1.9771363072925126,4.085342999660604,6.233894324061846,8.369445242062964,10.532386028405387,12.807362720219773,15.243209925564852,17.80233123085715,20.395069430572814,22.903181307243578,25.16492808948863,27.090899573432072,28.779926589041047,30.388168566154707,32.00933739633271,33.69033778797496,35.40001470392401,37.005341924802224,38.363465973825164,39.47991920239997,40.51950782236426,41.591766164760394,42.59883117675781,43.37493488042042,43.80132459390043,43.86172936179421,43.65600058045051,43.27678422253541,42.784069061279304,42.188732802265825,41.47207009671915,40.61114189841531,39.61104552914398,38.45279905531142,37.11435768821024,35.5934716426965,33.92057842678494,32.163170323227405,30.420653930818194,28.799629866474817,27.321317846124824,25.9442622252185,24.58145948853156,23.086401852694426,21.3044974009196,19.130267942794642,16.525997971043463,13.641029261579428,10.794218072987563,8.327571059718293,6.343833162327012,4.757824738820394,3.424314347180464,2.085557376495521,0.5436252897435967,-1.269768257935826,-3.253246639714088,-5.227590912520283,-7.092949058070312,-8.838989585337005,-10.404305236508147,-11.733407627452493,-12.834226762405544,-13.751904449077568,-14.531238758202749,-15.210263242625224,-15.790777948167587,-16.296142346931223,-16.779937127623892,-17.36283142398102,-18.179236151955333,-19.14135665122908,-20.069575107458867,-20.847180453213774,-21.44687109282522,-21.93494644550362,-22.33100654139663,-22.54708141750759,-22.620104992028438,-22.614735516634855,-22.510593028983685,-22.272335418547044,-21.872159090909097,-21.317873983672175,-20.684024849323315,-19.994662255951862,-19.2242498108835,-18.34548221934926,-18.21930313110352
39,4596,4711,7.0,39.0,47.0,-17.31123161315918,-16.072142360186337,-14.762762724751173,-13.481428695447518,-12.253900816946318,-11.017885535654395,-9.666847315701572,-8.202052988187232,-6.7503535964272245,-5.350283189253375,-3.999437081693399,-2.7393430074056,-1.6379334745985106,-0.6651066380618804,0.3960527524051044,1.7140625426263494,3.2765718469716067,5.001158165209222,6.824317368594079,8.733516510086828,10.679171735590153,12.555247075629952,14.334284464518227,16.08598869015472,17.819720586140946,19.40116369844687,20.694943514737215,21.743309194391422,22.646342788079775,23.417684458722974,24.00141432791045,24.43694066519689,24.820190834276602,25.087140401204426,25.099566623418017,24.813059546730734,24.286741430109196,23.612801233927414,22.841836621062928,21.991130424268324,21.0509854519006,19.998043811682503,18.83619354710435,17.581312873146754,16.198415544297966,14.672201763499876,12.970797278664332,11.07372741506558,9.044003342137204,6.990617858039013,4.99842992455069,3.138070612242728,1.4728049075964762,0.006666934851450423,-1.396059252999045,-2.9198721779717296,-4.6838863353536615,-6.713686249472863,-8.840075261665108,-10.75324115367851,-12.240606047890394,-13.368403039797384,-14.38909684768831,-15.673096483403974,-17.376425290348546,-19.367944736673376,-21.43164761861164,-23.480261407717304,-25.49379319855661,-27.375523480502025,-29.047015296088315,-30.50925362712205,-31.784659992564798,-32.86317289718473,-33.76036484072907,-34.504296620686844,-35.114301931978474,-35.582735273573135,-35.89262413256096,-36.14223588115037,-36.481876912743154,-37.02630372480912,-37.79105092058278,-38.58854482631491,-39.29148506395744,-39.88430867050633,-40.30851148354887,-40.534540118593156,-40.579551272922096,-40.45181775333906,-40.15484688498758,-39.699062231815226,-39.047956909796206,-38.16469712690875,-37.03914977564957,-35.70271567142372,-34.15825433442089,-32.403339251123306,-30.45594577596646,-30.17875862121582
40,4711,4825,8.0,38.0,46.0,-28.35293197631836,-26.19994030576764,-24.12280435273141,-22.1951302615079,-20.359501520792644,-18.51450099367084,-16.548989209261805,-14.372404849890506,-12.036818446535051,-9.751628442244094,-7.734128402941154,-6.058840433756509,-4.5599418119950705,-2.9529638579397477,-1.010442065470147,1.2179551558061092,3.62048638950695,6.103549379290961,8.52363534407183,10.708952528057676,12.552419171188818,14.08631992340088,15.521241505940758,17.096507390340175,18.983121351762257,21.10238069476504,23.124846140543625,24.747519406405367,25.995602694424715,26.988192876180015,27.79098077253862,28.523721232558746,29.30522242459384,30.114749908447266,30.728295008341473,30.96240725661769,30.777008750221945,30.26885362104936,29.58064113963734,28.80532334067604,27.953430638168797,27.017246766523872,25.988741961392485,24.864763895670574,23.641975402832028,22.28889621387828,20.778811425873716,19.102468490600582,17.317352294921864,15.486108375318116,13.660182057004983,11.851314978166048,10.033715710495452,8.18454025730941,6.230137131430877,4.034636815388993,1.5258794697848244,-1.1729336760260933,-3.79881876887699,-6.110247539751454,-7.9528103741732545,-9.46812855113637,-10.990884231798592,-12.770164576443761,-14.935577479275803,-17.46712652842206,-20.206174850463867,-22.957024545380573,-25.564368739272627,-27.93490583246407,-30.051865491000093,-31.957186149828374,-33.70046788995918,-35.28602172389175,-36.75329959753789,-38.1459725119851,-39.4186730818315,-40.513596852620445,-41.500814611261546,-42.625637748024694,-43.99950050585198,-45.45480346679688,-46.926256584398686,-48.39525060942679,-49.748681848699405,-50.81115109992751,-51.47300165349787,-51.80614956942472,-52.00019454956054,-52.108492417769,-52.12181368741122,-52.008866281220406,-51.685023221102625,-51.02915607799183,-50.02646775679154,-48.72942872480911,-47.16829854791813,-45.39870903708717,-43.49381915005769,-43.23967361450195
41,4825,4941,9.0,39.0,47.0,-41.47769546508789,-39.32580431543215,-37.15241098885585,-35.01196358420632,-32.85577400284584,-30.56143708662553,-28.112261627659652,-25.643556710445516,-23.181167255748402,-20.74312314120206,-18.46489856219051,-16.450508753458656,-14.610151955575654,-12.631463021943064,-10.260401870265149,-7.479066444165783,-4.475907080101244,-1.4836422638459608,1.3151043111627732,3.8639039607963186,6.153377224700616,8.20467746619022,10.108025338914661,11.949574875109123,13.84915895173044,15.956071082991786,18.330401526557072,20.7638185674494,22.91336078836461,24.62449098837496,25.933061541932997,26.990293791799836,27.876693552190606,28.728907903035477,29.688985651189633,30.696022322683625,31.424646724354137,31.75449016840771,31.735014327848802,31.487129269224226,31.11823143621888,30.659786050969903,30.11061414082845,29.501866485133316,28.79271358913845,27.911294416947797,26.82608484981036,25.55284305533977,24.164482290094547,22.73616189667673,21.344568965410943,20.066026340831407,18.896429447212608,17.801412852123526,16.69881517236883,15.410490141974558,13.814465946621361,11.9393897490068,9.925308237172139,8.016760503402859,6.3724325786937435,4.888995329538982,3.376512021729435,1.701403672044935,-0.18344263446451392,-2.275808240428124,-4.534447511037182,-6.915724070385249,-9.294073769540507,-11.541051026546585,-13.559498382337166,-15.305802393441256,-16.824836730957028,-18.164159736247978,-19.35904079013401,-20.366662401141543,-21.119829620977846,-21.60580486721463,-21.93014098658706,-22.240876978093926,-22.714255342579847,-23.44008445739746,-24.40075720199431,-25.457225433503734,-26.478307492805246,-27.281507530597725,-27.715620541813397,-27.753221974228367,-27.46938048468696,-26.99050789650041,-26.385955116965558,-25.665961178866297,-24.785799700804436,-23.71703881928415,-22.411705595074274,-20.89901138074471,-19.21331376740427,-17.421547880076393,-15.609970304701068,-15.34467315673828
42,4941,5056,8.0,39.0,46.0,-13.767850875854492,-11.853581890915379,-9.881896972656252,-7.87208467541319,-5.77702650397715,-3.5452233227816494,-1.218372214924207,1.075315705453507,3.301919686673867,5.490453676743939,7.603599962562021,9.527435726589625,11.193732435053043,12.68371673545452,14.214605630046192,15.974588538661145,18.081141539294308,20.49862561081395,23.035724986683235,25.49317510200269,27.747643403332642,29.78643411578554,31.693187713623043,33.537170679882315,35.22324787486683,36.63549257528902,37.905986940017854,39.210600419477984,40.44118222323331,41.372657621749724,41.90287838560162,42.13051223754883,42.22500668150006,42.28167851765951,42.26213925294202,42.05266651962743,41.57126582752575,40.83820458614465,39.91455790972469,38.93149809403853,37.944042822327276,36.924662580393786,35.81719924464371,34.56274541219076,33.09082539876302,31.414407383311886,29.550361421373157,27.52482410392377,25.36641733574146,23.136922142722394,20.960944435813218,18.921658371434066,16.996695373997547,15.115976834538014,13.140569340098988,10.911165131462951,8.281413897119384,5.286854281569994,2.2765757706430314,-0.3943907853328841,-2.588130683609919,-4.441148887981062,-6.159896234069208,-7.878895239396515,-9.73356255618008,-11.887000392181704,-14.40516916910805,-17.16235036560982,-19.886406156751843,-22.271755565296502,-24.32384300231933,-26.177888292254824,-27.93706893920897,-29.581880453861114,-31.02153679818818,-32.137375802704774,-32.95664450134893,-33.61020194159614,-34.220572384920985,-34.898452758789055,-35.79412163628472,-37.022699529474416,-38.4281989203559,-39.77445328837693,-40.98651643232864,-42.042605621646146,-42.890153480298586,-43.43689935857599,-43.66198221842448,-43.66036278310448,-43.50788810036399,-43.251650453817966,-42.876332716508344,-42.327251896713726,-41.59311818594885,-40.7253778245714,-39.72693264123166,-38.56373522980046,-37.199123228439184,-37.00217819213867
43,5056,5170,8.0,38.0,45.0,-35.67250061035156,-34.06453138409239,-32.39364508426551,-30.701059514825992,-29.03113821781043,-27.362632578069512,-25.638976877385918,-23.85660148389412,-22.099146525065105,-20.43361525102095,-18.94729469761704,-17.70225969950358,-16.602959199385207,-15.426402178677646,-13.946344491207238,-12.04725967754017,-9.739636479002053,-7.169853167100381,-4.558577494187782,-2.0591547597538336,0.28115830999432345,2.413226149298931,4.300209840138757,6.039916789892953,7.79592167247426,9.575495170824457,11.271422848556984,12.830763556740504,14.330484852646338,15.774558154019447,17.00955460288308,17.88620099154386,18.385657339385062,18.62867546081543,18.83820747606682,19.098001653497867,19.271442586725406,19.198500257549863,18.828156673546992,18.194240570068356,17.37114888971502,16.464605793808442,15.52665415677157,14.533130154465184,13.445986111958817,12.2375562841242,10.891875353726464,9.402422558177596,7.816676660017523,6.195851441585649,4.640740539088391,3.238821549849069,1.964156064120202,0.6753756512295017,-0.7640688581900231,-2.32601086298625,-4.051378914804169,-5.984721877358183,-8.009288527748815,-9.837474013819838,-11.205600478432398,-12.150464982697464,-12.783505931045076,-13.20732099359686,-13.64006293903698,-14.398503534721613,-15.707845687866213,-17.57531322132458,-19.613674510609034,-21.446715441617116,-22.926490725892965,-24.188227451208874,-25.381628209894366,-26.502048723625414,-27.497044129805133,-28.354986190795906,-29.04114497791637,-29.52031707763672,-29.839684399691496,-30.181299093997843,-30.80998160622337,-31.744625091552745,-32.82516421693745,-33.89906287915779,-34.89138932661577,-35.74797774806168,-36.359212933164656,-36.63235126842152,-36.67052205403646,-36.5655684037642,-36.35142170299183,-36.02905735825047,-35.567695039691344,-34.92954566261985,-34.14597262758197,-33.24083085493607,-32.19074942848898,-30.963034196333446,-29.593509327281595,-29.40972328186035
44,5170,5285,9.0,39.0,46.0,-28.16653060913086,-26.709104807689936,-25.236255356759735,-23.766103860103723,-22.345840608230745,-20.96275314176926,-19.506294366085168,-17.862456793736925,-16.06651888953315,-14.224240996620875,-12.468776124896426,-10.904996130201555,-9.46650924104633,-7.817167412150991,-5.6845472846368335,-3.2096367532556753,-0.6827435969102287,1.7019942803214294,3.886548259041521,5.794738991091948,7.375725023674242,8.777379035949703,10.149348153008352,11.57754967429421,13.122495766841999,14.86414385323572,16.810269365407,18.693241466175426,20.254886010680536,21.421786626180015,22.213366826375324,22.596291224161785,22.525067589499734,22.22990163167318,21.98480604152487,21.9262308833575,21.948748328469016,21.842224467884407,21.3967847342443,20.632627949570168,19.687697709208788,18.65435582941229,17.5291081052838,16.312472834731594,14.981659889221197,13.472797133705843,11.738451880638047,9.831086072054783,7.832313523148057,5.773158497280549,3.6990903965150554,1.7515908732558745,-0.0025904034123237496,-1.6160685522387652,-3.1852443218231192,-4.857955005433819,-6.796133108813356,-8.987783345309156,-11.178347211895561,-13.121109307414354,-14.720685612071634,-16.116994087142167,-17.614748001098633,-19.463340412486666,-21.624889296714695,-24.069156280671706,-26.747660319010393,-29.486790820805705,-32.11866609977953,-34.548893090450385,-36.7529190525864,-38.6955935160319,-40.39518529718571,-41.88537011965356,-43.20705463910343,-44.41757051872484,-45.52996444702148,-46.50689612494575,-47.3794963721073,-48.29450772988675,-49.349738419658,-50.52960517189718,-51.7712594619905,-52.95294617161606,-53.9596631599195,-54.71432479704269,-55.203233853735114,-55.498106291799836,-55.65067333645291,-55.62586824821704,-55.365512501109734,-54.829752719763555,-53.956499465788255,-52.719240708784646,-51.19624841092814,-49.5168984538377,-47.668739203250794,-45.633063499373634,-43.49466747707792,-43.19501876831055
